Имя,Изображения,Цена,Производитель,Артикул,Короткое описание,Категории,Исходный адрес
Соусник с крышкой OPCU12,http://rakporcelain.com/products/productbig_726_1432121484OPCU12.png,499,RAK (Арабские Эмираты),OPCU12,"
12 cl
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Minimax,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_638/OPCU12/
Супница с крышкой NAJB57,http://rakporcelain.com/products/productbig_716_1432120063NAJB57.png,1 613,RAK (Арабские Эмираты),NAJB57,"
570 мл
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Minimax,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_638/item_848/
Тарелка OPSP14,http://rakporcelain.com/products/productbig_695_1432037745OPSP45.png,381,RAK (Арабские Эмираты),OPSP14,"
							Размеры: 14 × 9 см",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Minimax,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_638/item_875/
"Тарелка ""Бабочка"" NABD16",http://rakporcelain.com/products/productbig_757_1432127410NABD16.png,608,RAK (Арабские Эмираты),NABD16,,Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Minimax,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_638/item_847/
"Тарелка ""Месяц"" OPMP01",http://rakporcelain.com/products/productbig_700_1432109764OPMP01.png,893,RAK (Арабские Эмираты),OPMP01,"
								Размеры: 21 × 12 × 2 см",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Minimax,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_638/item_857/
Тарелка двухсекционная ACTS01,http://rakporcelain.com/products/productbig_742_1432125755ACTS01.png,458,RAK (Арабские Эмираты),ACTS01,"
							Размеры: 15 × 7 см",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Minimax,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_638/item_842/
Тарелка квадрат. c 16-ю местами для SPCU09 LXST39,http://rakporcelain.com/products/productbig_685_1432032010LXST39.png,3 310,RAK (Арабские Эмираты),LXST39,"
39 x 28 х 2.5 см
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Minimax,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_638/LXST39/
Тарелка овальная OPOP19,http://rakporcelain.com/products/productbig_701_1432109867OPOP19.png,528,RAK (Арабские Эмираты),OPOP19,"
							Размеры: 19 × 16 см",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Minimax,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_638/item_860/
Тарелка прямоуг. 6-и секционная OPRP6C,http://rakporcelain.com/products/productbig_689_1432037028OPRP6C.png,2 397,RAK (Арабские Эмираты),OPRP6C,"
28х20х2 см.
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Minimax,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_638/OPRP6C/
Тарелка прямоуг. глуб. OPST24,http://rakporcelain.com/products/productbig_694_1432037649OPST39.png,1 052,RAK (Арабские Эмираты),OPST24,"
 24x14 см.
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Minimax,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_638/OPST24/
Тарелка прямоуг. для подачи OPSP35,http://rakporcelain.com/products/productbig_696_1432038033OPSP35IN.png,1 414,RAK (Арабские Эмираты),OPSP35,"
35x15 см.
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Minimax,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_638/OPSP35/
Тарелка прямоуг. плоская OPSP14,http://rakporcelain.com/products/productbig_695_1432037745OPSP45.png,353,RAK (Арабские Эмираты),OPSP14,"
 14x8 см.
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Minimax,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_638/OPSP14/
Тарелка прямоугольная для подачи OPRT16,http://rakporcelain.com/products/productbig_708_1432111231OPRT16.png,778,RAK (Арабские Эмираты),OPRT16,"
15cl 16.3x9.5 см.
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Minimax,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_638/OPRT16/
Тарелка прямоугольная плоская OPST39,http://rakporcelain.com/products/productbig_694_1432037649OPST39.png,1 851,RAK (Арабские Эмираты),OPST39,"
39x28 см.
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Minimax,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_638/OPST39/
Тарелка прямоугольная с ручками OPRP18,http://rakporcelain.com/products/productbig_698_1432109514OPRP18.png,672,RAK (Арабские Эмираты),OPRP18,,Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Minimax,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_638/item_865/
Форма фарфоровая с крышкой OPTU12,http://rakporcelain.com/products/productbig_713_1432116223OPTU23.png,1 024,RAK (Арабские Эмираты),OPTU12,"
								Размеры: 12 × 9 × 7 см",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Minimax,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_638/9680/
Форма фарфоровая с крышкой OPTU13,http://rakporcelain.com/products/productbig_713_1432116223OPTU23.png,1 280,RAK (Арабские Эмираты),OPTU13,"
								Размеры: 13 × 10 × 8 см",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Minimax,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_638/9682/
