Имя,Изображения,Цена,Производитель,Артикул,Короткое описание,Категории,Исходный адрес
Гастроемкость BUGN1.3F,http://rakporcelain.com/products/productbig_631_1431933899BUGN2.3F.png,2 164,RAK (Арабские Эмираты),BUGN1.3F,"
32.5х17.6х2.2см
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/10823/
Гастроемкость BUGN2.3F,http://rakporcelain.com/products/productbig_633_1431934142BUGN2.3F.png,3 023,RAK (Арабские Эмираты),BUGN2.3F,"
32.5х35.4х2.2см
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/10824/
Гастроемкость BUGN2.4F,http://rakporcelain.com/products/productbig_627_1431931968BUGN1.1F.png,2 580,RAK (Арабские Эмираты),BUGN2.4F,"
53х16.2х2.2см
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/10825/
Гастроёмкость BUGN1.2,http://rakporcelain.com/products/productbig_628_1431932654BUGN1.2.png,3 004,RAK (Арабские Эмираты),BUGN1.2,"
32.5х26х6.5см
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/item_453/
Гастроёмкость BUGN1.3,http://rakporcelain.com/products/productbig_630_1431933713BUGN1.3.png,2 164,RAK (Арабские Эмираты),BUGN1.3,"
32.5х17.6х6.5см
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/item_454/
Гастроемкость BUGN2.3,http://rakporcelain.com/products/productbig_632_1431934034BUGN2.3.png,3 023,RAK (Арабские Эмираты),BUGN2.3,"
32.5х35.4х6.5см
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/10820/
Гастроемкость для буфета BUGN20,http://rakporcelain.com/products/productbig_635_1431934480BUGN20.png,3 654,RAK (Арабские Эмираты),BUGN20,"
 1.9л., 390x195 h=65мм. 
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/BUGN20/
Гастроемкость для буфета BUGN20F,http://rakporcelain.com/products/productbig_636_1431934622BUGN20F.png,2 580,RAK (Арабские Эмираты),BUGN20F,"
 0.95л., 390x195 h=22мм.
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/BUGN20F/
Гастроёмкость круглая BUGN39D,http://rakporcelain.com/products/productbig_638_1431935801BUGN39D.png,6 902,RAK (Арабские Эмираты),BUGN39D,"
d39х6.2см
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/item_463/
Гастроёмкость круглая BUGN39,http://rakporcelain.com/products/productbig_637_1431935696BUGN39.png,6 548,RAK (Арабские Эмираты),BUGN39,"
d39х6.2см
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/item_464/
Гастроемкось BUGN2.4,http://rakporcelain.com/products/productbig_634_1431934283BUGN2.4.png,3 437,RAK (Арабские Эмираты),BUGN2.4,"
53х16.2х6.5см
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/10821/
Емкость 2-x секционная прямоугольная BUGR35,http://rakporcelain.com/products/productbig_625_1431931299BUGR35.png,3 064,RAK (Арабские Эмираты),BUGR35,"
35х30 h=6см.
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/BUGR35/
Емкость для буфета овальная BUGO40,http://rakporcelain.com/products/productbig_622_1431930571BUGO40.png,2 584,RAK (Арабские Эмираты),BUGO40,"
 40х27 h=5см.
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/BUGO40/
Емкость для буфета овальная BUGO36,http://rakporcelain.com/products/productbig_622_1431930571BUGO40.png,1 930,RAK (Арабские Эмираты),BUGO36,"
 36х24 h=5см.
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/BUGO36/
Емкость для подачи овальная с крышкой BUOC35,http://rakporcelain.com/products/productbig_610_1431870136BUOC35.png,3 670,RAK (Арабские Эмираты),BUOC35,"
35х22см., 245 cl.
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/BUOC35/
Емкость глубокая квадратная BURD25,,3 670,RAK (Арабские Эмираты),BUOC35,"
35х22см., 245 cl.
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/BURD25/
Емкость глубокая овальная BUOV29,http://rakporcelain.com/products/productbig_613_1431870457BUOV40.png,4 116,RAK (Арабские Эмираты),BUOV29,"
29x17.5 h=5.5см.
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/BUOV29/
Крайние тарелки левые (2 шт) LXTBL22,http://posuda-mix.ru/upload/shop_1/1/0/8/item_10838/shop_items_catalog_image10838.jpg,1 150,RAK (Арабские Эмираты),LXTBL22,"
22x8x4.5см
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/10838/
Крайние тарелки правые (2 шт) LXTBR22,http://posuda-mix.ru/upload/shop_1/1/0/8/item_10839/shop_items_catalog_image10839.jpg,1 284,RAK (Арабские Эмираты),LXTBR22,"
22x8x4.5см
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/10839/
Крайние тарелки центральные (2шт) LXSB22,http://posuda-mix.ru/upload/shop_1/1/0/8/item_10837/shop_items_catalog_image10837.jpg,по запросу,RAK (Арабские Эмираты),LXSB22,"
22x8x4.5см
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/10837/
Крышка для супницы BUCD15 BULD15,http://posuda-mix.ru/upload/shop_1/1/5/5/item_15548/shop_items_catalog_image15548.jpg,682,RAK (Арабские Эмираты),BULD15,,Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/BULD15/
Кулер для вина BUWB25,http://rakporcelain.com/products/productbig_624_1431931150BUWB25.png,2 524,RAK (Арабские Эмираты),BUWB25,"
4000 мл/25см
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/10827/
Поднос квадратный BURT41,http://rakporcelain.com/products/productbig_616_1431871080BURT41.png,3 424,RAK (Арабские Эмираты),BURT41,"
41см
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/10832/
Поднос прямоугольный BURT52,http://rakporcelain.com/products/productbig_615_1431871006BURT52.png,4 299,RAK (Арабские Эмираты),BURT52,"
52см
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/10833/
Поднос сервировочный с 16 индивидуальными местами d 5 см LXST39,http://posuda-mix.ru/upload/shop_1/1/0/8/item_10834/shop_items_catalog_image10834.jpg,3 519,RAK (Арабские Эмираты),LXST39,"
39x28 см
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/10834/
Салатник BUBA22,http://rakporcelain.com/products/productbig_605_1431865539BUBA29.png,2 780,RAK (Арабские Эмираты),BUBA22,"
650 мл/22x22x9 см
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/item_441/
Салатник BUBA29,http://rakporcelain.com/products/productbig_605_1431865539BUBA29.png,4 517,RAK (Арабские Эмираты),BUBA29,"
1600 мл/29x29x14 см
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/item_442/
Салатник BUBS25,http://rakporcelain.com/products/productbig_607_1431865979BUBS25.png,3 083,RAK (Арабские Эмираты),BUBS25,"
25x25см
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/item_446/
Салатник BUSD22,http://rakporcelain.com/products/productbig_618_1431871293BUSD28.png,3 149,RAK (Арабские Эмираты),BUSD22,"
1000 мл/22,4x22,4x4,5 см
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/item_480/
Салатник BUSD28,http://rakporcelain.com/products/productbig_618_1431871293BUSD28.png,3 929,RAK (Арабские Эмираты),BUSD28,"
2430 мл/28x28x6 см
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/item_481/
Салатник Coupe BUBC26,http://rakporcelain.com/products/productbig_606_1431865642BUBC30.png,856,RAK (Арабские Эмираты),BUBC26,"
1200 мл/d26x5см,  
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/10828/
Салатник Coupe BUBC30,http://rakporcelain.com/products/productbig_606_1431865642BUBC30.png,1 159,RAK (Арабские Эмираты),BUBC30,"
1900 мл/d30см
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/10829/
Салатник XXL BUSB31,http://rakporcelain.com/products/productbig_617_1431871194BUSB31.png,3 279,RAK (Арабские Эмираты),BUSB31,"
d31х17см
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/10826/
